ANIO,MES,CONGLOMERADO,MUESTRA,SELVIV,HOGAR,ESTRATO,LLAVE_PANEL,CCDD,AREA,C201,C203,C204,C205,C206,C207,C208,C300n,NROINF,C301_DIA,C301_MES,C301_ANIO,C303,C304,C305,C306_1,C306_2,C306_3,C306_4,C306_5,C306_6,C306_7,C306_8,C306_9,C306_10,C306_10A,C306_11,C306A,C308_COD,C309_COD,C310,C311,C312,C313,C317,C317A,C318_1,C318_2,C318_3,C318_4,C318_5,C318_6,C318_7,C318_T,C328_T,whoraT,C330,C331,C333,C334,P209H,C335,C338,C339_1,C341_T,C342,C344,C345_1,C347_T,C348,C350,C352,C353,C354,C355,C356,C357_I,C358,C359,SEGURO1,C361_1,C362_1,C361_2,C362_2,C361_3,C362_3,C361_4,C362_4,C361_5,C362_5,C361_6,C362_6,C361_7,C362_7,C361_8,C362_8,C364_1,C365_1,C364_2,C365_2,C364_3,C365_3,C364_4,C365_4,C366,C366_1,C366_2,C375_1,C375_2,C375_3,C375_4,C375_5,C375_6,C376,C377,OCUP300,D341_T,D344,D347_T,D350,D351_T,I339_1,I342,I345_1,I348,INGTOT,INGTOTP,ingtrabw,RESIDENT,Informal_P,DIVISION_LIMA,FAC300_ANUAL
2024,01,00034,3,0081,1,3,202310000343008113,24,1,3,3,2, ,2,2,43, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , 
2024,01,00034,3,0084,1,3,202210000343008411,24,1,1,1,1,2, ,1,67,1,1,12,2,1956,1, , , , , , , , , , , , , , , ,3131,8610,3,3, , ,5,9998,0,15,15,15,15,15,15,90, ,90,1, ,2, ,2,2,4,3000, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,9,3, ,2,2,2,2,2,2,10,7,1, , , , ,300,3000, , , ,3000,3000,3300,1,2, ,20.7149244132878
2024,01,00034,3,0084,1,3,202210000343008412,24,1,2,2,1,2, ,2,60,2,2,23,4,1963,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2,1,3, , ,1,1,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,1, ,2,2,2,2,2,2,10,5,4, , , , , , , , , , , , ,1, , ,23.2608872800372
2024,01,00034,3,0084,1,3,202210000343008413,24,1,3,3,1,2, ,2,27,3,3,12,2,1996,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,1,1,5, , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,10,4, ,2,2,2,2,2,2,10,5,4, , , , , , , , , , , , ,1, , ,23.5023057955595
2024,01,00034,3,0085,1,3,202210000343008511,24,1,1,1,1,2, ,1,74,1,1,10,4,1949,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2, ,5223,4711,4, ,2,1,1,2,8,8,5,8,9,8,8,54, ,54,1, ,2, ,2, , , , , , , , , , , , , , , , , ,1,1,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1, , , , , , , , , ,0,0,0,1,1, ,27.6791863053853
2024,01,00034,3,0085,1,3,202210000343008512,24,1,2,2,1,2, ,2,65,2,1,13,1,1959,2,2,1, , , , , , , , , , , , , ,5212,4711,2, ,2,1,1,2,0,0,0,0,0,0,0,0, ,30,2,30,2, ,2,2, , , , , , , , , , , , , , , , ,1,1,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,1,2,2,2,2,2,10,7,1, ,520, , , , ,530, , ,1050,1050,1050,1,2, ,23.2608872800372
2024,01,00034,3,0085,1,3,202210000343008513,24,1,3,3,1,2, ,2,28,3,3,9,11,1995,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2,2,7, , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,1,2,10,5,4, , , , , , , , , , , , ,1, , ,28.9969473201357
2024,01,00038,7,0019,1,3,202304000387001911,24,1,1,1,1,2, ,1,94,1,1,15,3,1929,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,6,2,2,3, , ,1,1,1,3,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,3,2, ,2, ,1, , ,2,2,2,2,2,2,10,6,4, , , , , , , , , , , , ,1, , ,7.652331526346
2024,01,00038,7,0019,1,3,202304000387001912,24,1,2,3,1,2, ,2,54,2,2,17,6,1969,1, , , , , , , , , , , , , , , ,4417,8411,3,2, , ,5,9998,0,8,8,8,8,8,0,40, ,40,1, ,1,1,1,2,4,1500, , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,9,3, ,2,2,2,2,2,2,10,8,1, , , , , ,1500, , , ,1500,1500,1500,1,1, ,4.47339121545792
2024,01,00038,7,0019,1,3,202304000387001913,24,1,3,3,1,2, ,1,53,3,99, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , 
2024,01,00038,7,0020,1,3,202301000387002011,24,1,1,1,1,2, ,2,72,1,1,2,3,1951,1, , , , , , , , , , , , , , , ,5120,5610,2, ,3,2,1,1,7,8,0,0,0,0,0,15, ,19,2,19,1,1,1,2, , , , , , , , , , , , , , , , ,1,1,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,4,2, ,2, ,9,3, ,2,2,2,2,2,2,10,5,1, ,130, , , , ,856, , ,986,986,986,1,1, ,4.47339121545792
2024,01,00038,7,0021,1,3,202301000387002111,24,1,1,1,1,2, ,1,43,1,1,30,7,1980,1, , , , , , , , , , , , , , , ,9622,8521,3,5,1, ,2,25,0,10,10,10,10,10,10,60, ,60,1, ,1,1,1,2,4,1300, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,5,4, ,2,2,2,2,2,2,10,8,1, , , , ,216,1300, , , ,1300,1300,1516,1,2, ,11.5132066706642
2024,01,00038,7,0021,1,3,202301000387002112,24,1,2,2,1,1, ,2,40, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , 
2024,01,00038,7,0021,1,3,202301000387002113,24,1,3,3,1,2, ,2,15,3,3,26,4,2008,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,2,2,5, , ,1,1,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,3, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1, , ,6.02948670936422
2024,01,00038,7,0022,1,3,202301000387002211,24,1,1,1,1,1, ,1,53, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , 
2024,01,00038,7,0022,1,3,202301000387002212,24,1,2,2,1,2, ,2,51,2,2,12,3,1972,1, , , , , , , , , , , , , , , ,3314,5510,1, ,1, ,1,3,12,12,12,12,12,12,12,84, ,84,1, ,1,1,1,2, , , ,3500, , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,1, , , , , , ,3500, , ,3500,3500,3500,1,2, ,4.47339121545792
2024,01,00038,8,0074,1,3,202401000388007411,24,1,1,1,1,2, ,1,31,1,1,6,8,1992,1, , , , , , , , , , , , , , , ,220,8423,3,1, , ,5,9998,0,14,14,4,0,14,14,60, ,60,1, ,2, ,2,2,4,3175, , , , , , , , , , , , , , ,2,4,2, ,2, ,2, ,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,9,3, ,2,2,2,2,2,2,10,5,1, , , , ,67,3175, , , ,3175,3175,3242,1,2, ,8.04024544674365
2024,01,00038,8,0074,1,3,202401000388007412,24,1,2,2,1,2, ,2,29,2,2,12,4,1994,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2, ,9535,4782,2, ,3,2,1,1,1,1,1,1,1,1,1,7, ,7,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,4,2, ,2, ,2, ,1,4,2, ,2, ,2, ,2, ,2, ,1,5,2, ,2, ,9,3, ,2,2,2,2,2,2,10,7,1, ,1000, , , , ,308, , ,1308,1308,1308,1,1, ,6.73875390455635
2024,01,00038,8,0074,1,3,202401000388007413,24,1,3,3,1,2, ,1,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , 
2024,01,00038,8,0074,1,3,202401000388007414,24,1,4,3,1,2, ,1,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , 
2024,01,00038,8,0076,1,3,202401000388007611,24,1,1,1,1,2, ,2,67,1,1,9,10,1956,1, , , , , , , , , , , , , , , ,7354,9529,2, ,3,2,1,1,0,3,5,0,0,4,0,12,32,44,1, ,2, ,2,2, , , , , ,100,100, , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,4,5, ,2,2,2,2,2,2,10,5,1, , ,433, , , ,500,100, ,1033,500,1033,1,1, ,6.708199269294
2024,01,00038,8,0077,1,3,202401000388007711,24,1,1,1,1,2, ,2,68,1,1,1,11,1955,1, , , , , , , , , , , , , , , ,5212,4721,2, ,3,2,1,4,10,10,10,12,10,12,12,76, ,76,1, ,1,1,1,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,3,2, ,2,2,2,2,2,2,10,5,1, ,22, , , , ,157, , ,179,179,179,1,1, ,6.708199269294
2024,01,00038,8,0077,1,3,202401000388007712,24,1,2,3,1,2, ,1,44,2,99, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , 
2024,01,00038,8,0077,1,3,202401000388007713,24,1,3,3,2, ,2,1,46, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , 
2024,01,00038,8,0077,1,3,202401000388007714,24,1,4,5,1,2, ,1,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , 
2024,01,00038,8,0078,1,3,202401000388007811,24,1,1,1,1,2, ,1,41,1,1,13,4,1982,1, , , , , , , , , , , , , , , ,8322,4922,2, ,3,2,1,1,0,8,8,0,0,0,0,16, ,56,2,56,2, ,2,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,4, ,2,2,2,2,2,2,10,7,1, , , , , , ,1000, , ,1000,1000,1000,1,1, ,11.5132066706642
2024,01,00038,8,0078,1,3,202401000388007812,24,1,2,2,1,2, ,2,35,2,2,22,2,1988,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2, ,5212,4773,2, ,3,2,1,3,12,12,12,12,12,12,12,84, ,84,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,4, ,2,2,2,2,2,2,10,7,1, ,43, , , , ,277, , ,320,320,320,1,1, ,8.31421791859668
2024,01,00038,8,0078,1,3,202401000388007813,24,1,3,3,1,2, ,1,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , 
2024,01,00038,8,0078,1,3,202401000388007814,24,1,4,6,1,2, ,1,76,4,4,6,11,1947,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,7,2,2,7, , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,5,2, ,2,2,2,2,2,2,10,6,4, , , , , , , , , , , , ,1, , ,7.93637979238607
2024,01,00040,5,0081,1,3,202310000405008111,24,1,1,1,1,2, ,1,82,1,1,8,1,1942,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,6,2,2,3, , ,1,1,1,3,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,3,2, ,2, ,9,3, ,2,2,2,2,1,2,10,5,4, , , , , , , , , , , , ,1, , ,8.41149474955225
2024,01,00040,5,0081,1,3,202310000405008112,24,1,2,2,1,2, ,2,83,2,2,27,10,1940,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,6,2,2,3, , ,1,1,1,3,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,3,2, ,2, ,9,3, ,2,2,2,2,1,1,10,9,4, , , , , , , , , , , , ,1, , ,6.33515991533822
2024,01,00040,5,0083,1,3,202310000405008311,24,1,1,1,1,2, ,2,77,1,1,2,11,1946,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,6,2,2,3, , ,1,1,1,3,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,3,2, ,2, ,9,5, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1, , ,6.33515991533822
2024,01,00040,5,0083,1,3,202310000405008312,24,1,2,7,1,2, ,1,74,2,2,11,5,1949,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,7,2,2,7, , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,3,3, ,2,2,2,2,2,2,10,9,4, , , , , , , , , , , , ,1, , ,10.8371348736651
2024,01,00040,5,0083,1,3,202310000405008313,24,1,3,7,1,2, ,1,67,3,3,2,7,1956,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2, ,5212,4721,2, ,3,2,1,1,5,6,10,8,10,10,6,55, ,55,1, ,1,1,1,2, , , , , , , , , , , , , , , , ,1,1,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,9,5, ,2,2,2,2,2,2,10,1,1, ,65, , , , ,234, , ,299,299,299,1,1, ,8.41149474955225
2024,01,00040,5,0083,1,3,202310000405008314,24,1,4,7,1,2, ,2,56,4,4,3,11,1967,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,1,1,1, , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,2, ,2,2,2,2,2,2,10,7,3, , , , , , , , , , , , ,1, , ,9.4453075146368
2024,01,00040,5,0083,1,3,202401000405008315,24,1,5,8,1,2, ,2,17,5,5,13,11,2006,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2,2,3, , ,2,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1, , ,8.53888262203298
2024,01,00040,5,0083,1,3,202310000405008315,24,1,6,8,1,2, ,2,23,6,6,4,2,2000,1, , , , , , , , , , , , , , , ,4212,9200,3,5,1, ,1,12,9,9,9,9,9,9,9,63, ,63,1, ,2, ,2,2,4,1125, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,8,1, ,2,2,2,2,2,2,10,8,1, , , , ,282,1125, , , ,1125,1125,1407,1,2, ,9.9549518856538
2024,01,00040,5,0083,1,3,202310000405008319,24,1,7,11,1,2, ,1,38,7,7,9,5,1985,1, , , , , , , , , , , , , , , ,5211,4649,3,5,2,1,1,8,0,10,10,10,10,10,10,60, ,60,1, ,2, ,2,2,3,500, , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,2, ,2,2,2,2,2,2,10,1,1, , , , , ,1000, , , ,1000,1000,1000,1,1, ,16.3048572959497
2024,01,00040,5,0083,1,3,202310000405008316,24,1,8,8,1,2, ,2,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , 
2024,01,00040,5,0083,1,3,202310000405008317,24,1,9,8,1,2, ,1,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , 
2024,01,00040,5,0083,1,3,202310000405008318,24,1,10,8,1,2, ,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , 
2024,01,00040,5,0083,1,3,2024010004050083111,24,1,11,8,2, ,2,2,35, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , 
2024,01,00040,5,0083,1,3,2024010004050083112,24,1,12,8,2, ,2,2,11, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , 
2024,01,00040,5,0083,1,3,2024010004050083113,24,1,13,8,2, ,2,1,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , 
2024,01,00040,5,0083,1,3,2024010004050083114,24,1,14,8,2, ,2,2,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , 
2024,01,00040,5,0084,1,3,202310000405008411,24,1,1,1,1,2, ,1,84,1,1,1,11,1939,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,8,2,2,3, , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,3,4, ,2,2,2,2,2,2,10,5,4, , , , , , , , , , , , ,1, , ,10.8371348736651
2024,01,00040,5,0084,1,3,202310000405008412,24,1,2,2,1,2, ,2,77,2,2,29,7,1946,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2,2,3, , ,1,4,2, ,2, ,2, ,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,3,1, ,2,2,2,2,2,2,10,5,4, , , , , , , , , , , , ,1, , ,9.50006674311895
2024,01,00040,5,0084,1,3,202310000405008413,24,1,3,3,1,2, ,1,43,3,3,26,9,1980,1, , , , , , , , , , , , , , , ,9211,122,3,5,3,2,1,3,0,0,8,8,8,0,0,24, ,48,2,48,1,1,1,2,2,120, , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,3, ,3,2,2,2,2,2,2,10,5,1, , , , , ,520, , , ,520,520,520,1,1, ,19.3752945772052
2024,01,00040,5,0084,1,3,202310000405008414,24,1,4,3,1,2, ,2,46,4,4,20,4,1977,1, , , , , , , , , , , , , , , ,5212,4711,2, ,3,2,1,2,12,12,12,12,12,12,12,84, ,84,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1, ,840, , , , ,660, , ,1500,1500,1500,1,1, ,9.4453075146368
2024,01,00040,5,0084,1,3,202310000405008415,24,1,5,5,1,2, ,2,19,5,5,18,3,2004,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,8,2,2,6, , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,10,3, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1, , ,9.9549518856538
